Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,cape_link
"Semendeferi, Ekaterini        ",ANBI 175 - Modeling Behavior/Early Ancest (A),FA07,15,12,100.0 %,100.0 %,4.67,B+ (3.33),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=604388
"Moore, James J                ",ANPR 192 - Senior Seminar in Anthropology (A),FA07,8,8,100.0 %,100.0 %,2.00,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=606070
"Brenner, Suzanne A            ","ANSC 125 - Gender, Sexuality, & Society   (A)",FA07,83,58,94.7 %,100.0 %,5.32,B+ (3.53),B+ (3.47),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=606792
"Carlisle, Steven G            ",ANSC 167 - Rituals and Celebrations       (A),FA07,43,17,88.2 %,82.4 %,3.91,B+ (3.56),B- (2.71),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=606791
"Algaze, Guillermo             ",ANTH 101 - Foundations/Social Complexity  (A),FA07,111,64,95.2 %,93.7 %,4.47,B+ (3.47),B (3.27),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=606156
"Semendeferi, Ekaterini        ",ANTH 2 - Human Origins                  (A),FA07,125,61,90.2 %,91.8 %,3.81,B (3.29),C+ (2.32),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=606117
"Pedersen, David               ",ANTH 23 - Debating Multiculturalism      (A),FA07,136,72,66.7 %,77.8 %,3.94,B+ (3.32),B (3.13),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=606119
"Jordan, David K.              ",ANTH 87 - Freshman Seminar               (A),FA07,20,19,84.2 %,100.0 %,0.92,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=605101
"Augsburger, Christina S       ",ANLD 1 - Introduction to Culture        (A),SU07,18,13,92.3 %,92.3 %,5.23,B+ (3.58),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=595142
"Schwake, Sonja A.             ",ANLD 3 - World Prehistory               (A),SU07,16,15,100.0 %,100.0 %,6.63,B (3.29),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=594782
"Teffer, Katharine D.          ",ANLD 42 - Study of Primates in Nature    (A),SU07,7,7,100.0 %,100.0 %,4.79,B+ (3.40),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=595144
"Augsburger, Christina S       ",ANTH 1 - Introduction to Culture        (A),SU07,18,13,92.3 %,92.3 %,5.23,B+ (3.58),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=595142
"Schwake, Sonja A.             ",ANTH 3 - World Prehistory               (A),SU07,16,15,100.0 %,100.0 %,6.63,B (3.29),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=594782
"Teffer, Katharine D.          ",ANTH 42 - Study of Primates in Nature    (A),SU07,7,7,100.0 %,100.0 %,4.79,B+ (3.40),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=595144
